"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Skanderborg";158534;160132;170841;179927;186755;194983;204507;212290;222644;231850;238098;245421;252650;264306;279493;289157;292874;288328;302636;305479;313890;318748;325329;333338;338893;346242;354051;366933;389662;404314;403433;421649;443141
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Syddjurs";146767;150064;158370;168086;174954;181519;188564;197357;204196;214043;219188;223888;232389;238334;250848;273370;266567;258965;268841;271923;280794;292659;286313;295206;303029;309370;311174;324847;342170;363621;352364;368827;390405
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Aarhus";154181;155833;165863;172399;178240;184618;191948;198998;205610;214202;219217;224747;229453;239023;249998;260679;261527;260595;272861;274041;278220;285084;289764;303066;303626;314040;320150;327869;342595;359620;361364;379743;399725
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Herning";149882;152107;163697;171448;177468;185192;192413;198415;207412;216565;218976;223317;230820;241254;251330;264035;264729;256330;268167;279511;276509;279723;285995;291084;297690;307011;313029;322493;341503;353634;358379;372912;392677
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Holstebro";144970;148354;160288;166884;173138;179613;189081;191868;200485;214252;216992;219927;227487;238318;250065;264603;261021;253212;265622;270667;278613;285641;284946;291755;291868;301544;304405;314745;331006;351356;349412;364386;385396
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Ikast-Brande";146571;150109;158021;164568;171133;179167;183546;191274;201934;207877;211370;216332;224758;231873;246048;265750;259856;249959;261290;268633;271923;279289;278626;288390;293117;300864;303348;324890;354941;342835;348055;358219;380735
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Lemvig";141156;142898;154316;161549;168176;177854;184130;187762;196616;206758;209903;210364;219391;227186;242627;254193;250491;243162;264844;264969;266398;280211;279009;290905;303188;303218;298988;317157;333571;348692;353197;374157;396357
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Ringkøbing-Skjern";142739;146903;157992;166146;170698;179499;187817;191019;200865;215663;215966;217810;227637;238088;253438;260713;257096;251466;262206;269605;276646;280031;283769;289490;291917;303997;305827;317349;333416;348411;348794;365128;388006
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Skive";141403;146218;156177;163704;172800;174468;182617;187081;194938;209562;206871;210834;219659;228534;238898;249281;248879;245192;252102;256348;262290;265916;269446;276127;280980;290346;294751;305678;326206;334112;339014;351099;371221
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Struer";144226;147203;156445;165197;172899;181195;186565;190854;199952;208659;212698;214506;223481;234126;243314;250890;258738;250918;258518;263386;269023;271401;270404;276057;277973;286506;290688;300986;312404;328535;332380;344745;364496
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Viborg";145173;147393;158490;166442;172578;180097;187850;193601;201988;211220;215924;222605;228791;238140;250061;263217;264803;261340;271739;273709;278363;285631;287123;293476;297890;309582;315542;324806;340343;352699;354679;365235;386991
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Brønderslev";134605;137333;148138;155453;161571;169483;173738;179528;190320;197616;200449;203842;212444;222593;234497;244215;239407;241159;252216;258440;267504;272724;274390;279391;292938;292397;294854;308082;326066;337692;339070;352765;369297
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Frederikshavn";145442;147749;157764;163597;168833;176033;181330;185621;190186;199233;206172;210291;216528;224782;239757;245591;247503;245392;254712;258961;270118;272244;274327;279647;283445;290973;294615;303939;316606;327898;332902;348769;370847
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Hjørring";140267;143263;153550;159115;165504;172622;178039;182544;189141;200067;205924;208828;217926;224482;234996;241847;244510;239807;250637;258604;264855;271161;274457;280522;284379;297179;298657;307772;322370;334249;336152;353253;368972
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Jammerbugt";137896;141150;151669;158756;165956;172474;182512;185962;195452;202996;207781;211799;217613;227565;239156;246635;247186;244289;254147;260417;267491;273893;273766;278296;280552;285885;293060;302417;320264;335768;334108;345080;365375
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Læsø";130902;130041;143363;149842;155970;163707;169916;175933;177235;182980;190581;190698;200104;206219;221958;228052;219581;217424;231514;237970;244187;251586;248824;252038;261291;270385;266404;277551;287421;309453;296061;318633;340494
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Mariagerfjord";138311;141552;153300;159058;165764;173724;180334;185018;193049;201309;205266;211354;218981;226495;238184;249925;251840;247017;257370;261598;269010;270434;275907;279997;285320;293698;299693;312392;328366;340013;346165;358530;377188
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Morsø";132753;136131;146071;151853;159449;165990;170974;175372;184659;194826;197609;200441;216332;219650;226990;230181;236160;230421;236438;243482;249259;255280;258592;263783;267145;277524;279478;296882;307301;318156;329492;336200;354284
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Rebild";143573;146862;158777;165120;171487;180111;188058;194709;205113;214929;218616;222509;231981;240300;253321;263071;264167;262486;271496;282335;289685;297763;301612;307115;312638;323725;332089;345560;361900;375003;383846;400589;421746
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Thisted";139057;141354;151948;159167;164423;172863;179373;183803;193433;202820;203943;206482;215417;225366;236887;248696;246664;238869;248692;254421;258174;266345;267039;275604;281922;289210;292662;306245;320294;332032;336003;343577;362541
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Vesthimmerlands";134061;136425;148976;155217;160131;167405;174954;179249;186472;194522;201011;206343;213222;222319;232374;243115;241768;236712;244766;252155;258000;263828;266439;269902;274348;284471;289262;302365;314478;338491;339304;348796;365272
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Aalborg";146714;149406;159249;166348;171472;177812;185556;191525;201059;207281;211986;216925;223743;231249;240288;251853;256818;254579;263322;266269;271327;274606;277618;284504;288130;296597;302998;310886;326049;339383;344376;361179;382866
