kommune,år,population
Herlev,2018,28786
Herlev,2019,28953
Herlev,2020,28913
Herlev,2021,28867
Herlev,2022,29215
Herlev,2023,29876
Herlev,2024,30784
Herlev,2025,32030
Herning,1992,80152
Herning,1993,80291
Herning,1994,80407
Herning,1995,80705
Herning,1996,81090
Herning,1997,80940
Herning,1998,81147
Herning,1999,81175
Herning,2000,81427
Herning,2001,81703
Herning,2002,82172
Herning,2003,82480
Herning,2004,82760
Herning,2005,82935
Herning,2006,83330
Herning,2007,84208
Herning,2008,85217
Herning,2009,85548
Herning,2010,85852
Herning,2011,86348
Herning,2012,86595
Herning,2013,86842
Herning,2014,86864
Herning,2015,87593
Herning,2016,88386
Herning,2017,88733
Herning,2018,88917
Herning,2019,89127
Herning,2020,89238
Herning,2021,89230
Herning,2022,89952
Herning,2023,89848
Herning,2024,90006
Herning,2025,90546
Hillerød,1992,38879
Hillerød,1993,39468
Hillerød,1994,39804
Hillerød,1995,39940
Hillerød,1996,40421
Hillerød,1997,40483
Hillerød,1998,40912
Hillerød,1999,41405
Hillerød,2000,41855
Hillerød,2001,42418
Hillerød,2002,42761
Hillerød,2003,42861
Hillerød,2004,43066
Hillerød,2005,43337
Hillerød,2006,44327
Hillerød,2007,46568
Hillerød,2008,47081
Hillerød,2009,47473
Hillerød,2010,47916
Hillerød,2011,48203
Hillerød,2012,48315
Hillerød,2013,48695
Hillerød,2014,49108
Hillerød,2015,49672
Hillerød,2016,50109
Hillerød,2017,50650
Hillerød,2018,50998
Hillerød,2019,51183
Hillerød,2020,51528
Hillerød,2021,53257
Hillerød,2022,54159
Hillerød,2023,54422
Hillerød,2024,54855
Hillerød,2025,55182
Hjørring,1992,67572
Hjørring,1993,67749
Hjørring,1994,67847
Hjørring,1995,68066
Hjørring,1996,68303
Hjørring,1997,68459
Hjørring,1998,68649
Hjørring,1999,68643
Hjørring,2000,68479
Hjørring,2001,68369
Hjørring,2002,68325
Hjørring,2003,68022
Hjørring,2004,67898
Hjørring,2005,67816
Hjørring,2006,67480
Hjørring,2007,67121
Hjørring,2008,67102
Hjørring,2009,66803
Hjørring,2010,66473
Hjørring,2011,66178
Hjørring,2012,65767
Hjørring,2013,65405
Hjørring,2014,65295
Hjørring,2015,65411
Hjørring,2016,65307
Hjørring,2017,65257
Hjørring,2018,64665
Hjørring,2019,64483
Hjørring,2020,64155
Hjørring,2021,63839
Hjørring,2022,63998
Hjørring,2023,63544
Hjørring,2024,63311
Hjørring,2025,62979
Holbæk,1992,61203
Holbæk,1993,61480
Holbæk,1994,61746
Holbæk,1995,62020
Holbæk,1996,62652
Holbæk,1997,62737
Holbæk,1998,63162
Holbæk,1999,63544
Holbæk,2000,63971
Holbæk,2001,64258
Holbæk,2002,64925
Holbæk,2003,65499
Holbæk,2004,66036
Holbæk,2005,66611
Holbæk,2006,67621
Holbæk,2007,69010
Holbæk,2008,69528
Holbæk,2009,69550
Holbæk,2010,69521
Holbæk,2011,69415
Holbæk,2012,69263
Holbæk,2013,69016
Holbæk,2014,69035
Holbæk,2015,69972
Holbæk,2016,70950
Holbæk,2017,70983
Holbæk,2018,71297
Holbæk,2019,71541
Holbæk,2020,71913
Holbæk,2021,72810
Holbæk,2022,73440
Holbæk,2023,74129
Holbæk,2024,74490
Holbæk,2025,75009
Holstebro,1992,53915
Holstebro,1993,54082
Holstebro,1994,54264
Holstebro,1995,54470
Holstebro,1996,54853
Holstebro,1997,55044
Holstebro,1998,55369
Holstebro,1999,55804
Holstebro,2000,55759
Holstebro,2001,56007
Holstebro,2002,56206
Holstebro,2003,56311
Holstebro,2004,56145
Holstebro,2005,56204
Holstebro,2006,56462
Holstebro,2007,57020
Holstebro,2008,57267
Holstebro,2009,57056
Holstebro,2010,57161
Holstebro,2011,57153
Holstebro,2012,57254
Holstebro,2013,57338
Holstebro,2014,57494
Holstebro,2015,57661
Holstebro,2016,58125
Holstebro,2017,58418
Holstebro,2018,58504
Holstebro,2019,58591
Holstebro,2020,58662
Holstebro,2021,58553
Holstebro,2022,58978
Holstebro,2023,59016
Holstebro,2024,59201
Holstebro,2025,59324
Horsens,1992,64733
Horsens,1993,64715
Horsens,1994,64810
Horsens,1995,64788
Horsens,1996,65387
Horsens,1997,65841
Horsens,1998,66115
Horsens,1999,66306
Horsens,2000,66593
Horsens,2001,66630
Horsens,2002,67010
Horsens,2003,67582
Horsens,2004,68114
Horsens,2005,68775
Horsens,2006,69889
Horsens,2007,80102
Horsens,2008,81565
Horsens,2009,81957
Horsens,2010,82835
Horsens,2011,83598
Horsens,2012,84871
Horsens,2013,85662
Horsens,2014,86361
Horsens,2015,87736
Horsens,2016,89030
Horsens,2017,89598
Horsens,2018,90370
Horsens,2019,90966
Horsens,2020,92229
Horsens,2021,94443
Horsens,2022,96480
Horsens,2023,97392
Horsens,2024,97921
Horsens,2025,98806
Hvidovre,1992,48754
Hvidovre,1993,48735
Hvidovre,1994,48623
Hvidovre,1995,48675
Hvidovre,1996,48730
Hvidovre,1997,49087
Hvidovre,1998,48958
Hvidovre,1999,49171
Hvidovre,2000,49270
Hvidovre,2001,49454
Hvidovre,2002,49674
Hvidovre,2003,49829
Hvidovre,2004,49952
Hvidovre,2005,49863
Hvidovre,2006,49762
Hvidovre,2007,49380
Hvidovre,2008,49366
Hvidovre,2009,49724
Hvidovre,2010,50081
Hvidovre,2011,50600
Hvidovre,2012,51341
Hvidovre,2013,51842
Hvidovre,2014,52380
Hvidovre,2015,52831
Hvidovre,2016,52964
Hvidovre,2017,53282
Hvidovre,2018,53416
Hvidovre,2019,53527
Hvidovre,2020,53451
Hvidovre,2021,53267
Hvidovre,2022,53443
Hvidovre,2023,53760
Hvidovre,2024,53760
Hvidovre,2025,54228
Høje-Taastrup,1992,44746
Høje-Taastrup,1993,44975
Høje-Taastrup,1994,45307
Høje-Taastrup,1995,45325
Høje-Taastrup,1996,45341
Høje-Taastrup,1997,45424
Høje-Taastrup,1998,45522
Høje-Taastrup,1999,45910
Høje-Taastrup,2000,45948
Høje-Taastrup,2001,45892
Høje-Taastrup,2002,45947
Høje-Taastrup,2003,45754
Høje-Taastrup,2004,45556
Høje-Taastrup,2005,45553
Høje-Taastrup,2006,46257
Høje-Taastrup,2007,47158
Høje-Taastrup,2008,47400
Høje-Taastrup,2009,47664
Høje-Taastrup,2010,47753
Høje-Taastrup,2011,48081
Høje-Taastrup,2012,48471
Høje-Taastrup,2013,48807
Høje-Taastrup,2014,49230
Høje-Taastrup,2015,49960
Høje-Taastrup,2016,50246
Høje-Taastrup,2017,50596
Høje-Taastrup,2018,50686
Høje-Taastrup,2019,50759
Høje-Taastrup,2020,51729
Høje-Taastrup,2021,53053
Høje-Taastrup,2022,55258
Høje-Taastrup,2023,57540
Høje-Taastrup,2024,59059
Høje-Taastrup,2025,60458
Hørsholm,1992,23171
Hørsholm,1993,23101
Hørsholm,1994,23178
Hørsholm,1995,23377
Hørsholm,1996,23568
Hørsholm,1997,23485
Hørsholm,1998,23386
Hørsholm,1999,23469
Hørsholm,2000,23648
Hørsholm,2001,23689
Hørsholm,2002,24038
Hørsholm,2003,24208
Hørsholm,2004,24246
Hørsholm,2005,24292
Hørsholm,2006,24317
Hørsholm,2007,24197
Hørsholm,2008,24310
Hørsholm,2009,24378
Hørsholm,2010,24415
Hørsholm,2011,24365
Hørsholm,2012,24543
Hørsholm,2013,24709
Hørsholm,2014,24856
Hørsholm,2015,24965
Hørsholm,2016,24977
Hørsholm,2017,25028
Hørsholm,2018,25007
Hørsholm,2019,24864
Hørsholm,2020,24917
Hørsholm,2021,24761
Hørsholm,2022,24715
Hørsholm,2023,24811
Hørsholm,2024,25168
Hørsholm,2025,25354
Ikast-Brande,1992,37904
Ikast-Brande,1993,38047
Ikast-Brande,1994,38072
Ikast-Brande,1995,38205
Ikast-Brande,1996,38630
Ikast-Brande,1997,38699
Ikast-Brande,1998,38711
Ikast-Brande,1999,38787
Ikast-Brande,2000,38803
Ikast-Brande,2001,38754
Ikast-Brande,2002,38927
Ikast-Brande,2003,39149
Ikast-Brande,2004,39248
Ikast-Brande,2005,39371
Ikast-Brande,2006,39528
Ikast-Brande,2007,39893
Ikast-Brande,2008,40176
Ikast-Brande,2009,40312
Ikast-Brande,2010,40571
Ikast-Brande,2011,40658
Ikast-Brande,2012,40468
Ikast-Brande,2013,40602
Ikast-Brande,2014,40598
Ikast-Brande,2015,40798
Ikast-Brande,2016,40981
Ikast-Brande,2017,41191
Ikast-Brande,2018,41282
Ikast-Brande,2019,41369
Ikast-Brande,2020,41473
Ikast-Brande,2021,41885
Ikast-Brande,2022,42540
Ikast-Brande,2023,42737
Ikast-Brande,2024,43009
Ikast-Brande,2025,43305
Ishøj,1992,20735
Ishøj,1993,20920
Ishøj,1994,20920
Ishøj,1995,21077
Ishøj,1996,21052
Ishøj,1997,21041
Ishøj,1998,21200
Ishøj,1999,21031
Ishøj,2000,21023
Ishøj,2001,20943
Ishøj,2002,20987
Ishøj,2003,21023
Ishøj,2004,20750
Ishøj,2005,20668
Ishøj,2006,20820
Ishøj,2007,20687
Ishøj,2008,20756
Ishøj,2009,20606
Ishøj,2010,20797
Ishøj,2011,21087
Ishøj,2012,21131
Ishøj,2013,21547
Ishøj,2014,22025
Ishøj,2015,22358
Ishøj,2016,22719
Ishøj,2017,22988
Ishøj,2018,22946
Ishøj,2019,22989
Ishøj,2020,23131
Ishøj,2021,23225
Ishøj,2022,23457
Ishøj,2023,23663
Ishøj,2024,24365
Ishøj,2025,24685
Jammerbugt,1992,38191
Jammerbugt,1993,38148
Jammerbugt,1994,38117
Jammerbugt,1995,38029
Jammerbugt,1996,38230
Jammerbugt,1997,38322
Jammerbugt,1998,38463
Jammerbugt,1999,38605
Jammerbugt,2000,38772
Jammerbugt,2001,38896
Jammerbugt,2002,38888
Jammerbugt,2003,38980
Jammerbugt,2004,38965
Jammerbugt,2005,38884
Jammerbugt,2006,38704
Jammerbugt,2007,38957
Jammerbugt,2008,38990
Jammerbugt,2009,38927
Jammerbugt,2010,38733
Jammerbugt,2011,38611
Jammerbugt,2012,38597
Jammerbugt,2013,38351
Jammerbugt,2014,38293
Jammerbugt,2015,38466
Jammerbugt,2016,38581
Jammerbugt,2017,38638
Jammerbugt,2018,38460
Jammerbugt,2019,38324
Jammerbugt,2020,38175
Jammerbugt,2021,38187
Jammerbugt,2022,38364
Jammerbugt,2023,38234
Jammerbugt,2024,37954
Jammerbugt,2025,37998
Kalundborg,1992,46269
Kalundborg,1993,46237
Kalundborg,1994,46268
Kalundborg,1995,46477
Kalundborg,1996,46535
Kalundborg,1997,46525
Kalundborg,1998,46661
Kalundborg,1999,46959
Kalundborg,2000,47048
Kalundborg,2001,47183
Kalundborg,2002,47655
Kalundborg,2003,47974
Kalundborg,2004,48227
Kalundborg,2005,48697
Kalundborg,2006,48944
Kalundborg,2007,49743
Kalundborg,2008,49741
Kalundborg,2009,49265
Kalundborg,2010,49088
Kalundborg,2011,48632
Kalundborg,2012,48294
Kalundborg,2013,48358
Kalundborg,2014,48469
Kalundborg,2015,48660
Kalundborg,2016,48736
Kalundborg,2017,48982
Kalundborg,2018,48681
Kalundborg,2019,48436
Kalundborg,2020,48487
Kalundborg,2021,48368
Kalundborg,2022,48602
Kalundborg,2023,48309
Kalundborg,2024,48103
Kalundborg,2025,47954
Kerteminde,1992,22388
Kerteminde,1993,22354
Kerteminde,1994,22345
Kerteminde,1995,22322
Kerteminde,1996,22491
Kerteminde,1997,22477
Kerteminde,1998,22656
Kerteminde,1999,22886
Kerteminde,2000,22855
Kerteminde,2001,23000
Kerteminde,2002,23010
Kerteminde,2003,23026
Kerteminde,2004,23067
Kerteminde,2005,23071
Kerteminde,2006,23239
Kerteminde,2007,23630
Kerteminde,2008,23745
Kerteminde,2009,23770
Kerteminde,2010,23758
Kerteminde,2011,23793
Kerteminde,2012,23787
Kerteminde,2013,23665
Kerteminde,2014,23728
Kerteminde,2015,23880
Kerteminde,2016,23774
Kerteminde,2017,23756
Kerteminde,2018,23773
Kerteminde,2019,23812
Kerteminde,2020,23847
Kerteminde,2021,24034
Kerteminde,2022,23991
Kerteminde,2023,23894
Kerteminde,2024,23949
Kerteminde,2025,24299
Kolding,1992,78879
Kolding,1993,79270
Kolding,1994,79864
Kolding,1995,80545
Kolding,1996,81275
Kolding,1997,82169
Kolding,1998,82702
Kolding,1999,82997
Kolding,2000,83412
Kolding,2001,83887
Kolding,2002,84526
Kolding,2003,84970
Kolding,2004,85780
Kolding,2005,86102
Kolding,2006,86478
Kolding,2007,87781
Kolding,2008,88519
Kolding,2009,89071
Kolding,2010,89210
Kolding,2011,89412
Kolding,2012,89556
Kolding,2013,90066
Kolding,2014,90794
Kolding,2015,91695
Kolding,2016,92282
Kolding,2017,92515
Kolding,2018,92893
Kolding,2019,93175
Kolding,2020,93161
Kolding,2021,93544
Kolding,2022,94528
Kolding,2023,94932
Kolding,2024,95897
Kolding,2025,96214
København,1992,464566
København,1993,466129
København,1994,467253
København,1995,471300
København,1996,476751
København,1997,483658
København,1998,487969
København,1999,491082
København,2000,495699
København,2001,499148
København,2002,500531
København,2003,501285
København,2004,501664
København,2005,502362
København,2006,501158
København,2007,509861
København,2008,518574
København,2009,528208
København,2010,539542
København,2011,549050
København,2012,559440
København,2013,569557
København,2014,580184
København,2015,591481
København,2016,602481
København,2017,613288
København,2018,623404
København,2019,632340
København,2020,638117
København,2021,644431
København,2022,653664
København,2023,659350
København,2024,667099
København,2025,671714
Køge,1992,50505
Køge,1993,50885
Køge,1994,51047
Køge,1995,51316
Køge,1996,51654
Køge,1997,51812
Køge,1998,52022
Køge,1999,52154
Køge,2000,52370
Køge,2001,52663
Køge,2002,53168
Køge,2003,53685
Køge,2004,54150
Køge,2005,54926
Køge,2006,55718
Køge,2007,56637
Køge,2008,56848
Køge,2009,57125
Køge,2010,57271
Køge,2011,57307
Køge,2012,57771
Køge,2013,58374
Køge,2014,59285
Køge,2015,59868
Køge,2016,60109
Køge,2017,60356
Køge,2018,60675
Køge,2019,60979
Køge,2020,61475
Køge,2021,61718
Køge,2022,62458
Køge,2023,62848
Køge,2024,63335
Køge,2025,63962
Langeland,1992,15226
Langeland,1993,15169
Langeland,1994,15149
Langeland,1995,14995
Langeland,1996,15164
Langeland,1997,14938
Langeland,1998,14877
Langeland,1999,14750
Langeland,2000,14646
Langeland,2001,14563
Langeland,2002,14446
Langeland,2003,14386
Langeland,2004,14299
Langeland,2005,14223
Langeland,2006,14120
Langeland,2007,13741
Langeland,2008,13563
Langeland,2009,13510
Langeland,2010,13322
Langeland,2011,13094
Langeland,2012,12861
Langeland,2013,12695
Langeland,2014,12647
Langeland,2015,12547
Langeland,2016,12578
Langeland,2017,12641
Langeland,2018,12560
Langeland,2019,12491
Langeland,2020,12367
Langeland,2021,12316
Langeland,2022,12384
Langeland,2023,12260
Langeland,2024,11973
Langeland,2025,11841
Lejre,1992,23557
Lejre,1993,23703
Lejre,1994,23928
Lejre,1995,24008
Lejre,1996,24058
Lejre,1997,24183
Lejre,1998,24602
Lejre,1999,24740
Lejre,2000,24975
Lejre,2001,25147
Lejre,2002,25339
Lejre,2003,25637
Lejre,2004,25717
Lejre,2005,25971
Lejre,2006,26132
Lejre,2007,26603
Lejre,2008,26778
Lejre,2009,26794
Lejre,2010,26764
Lejre,2011,26887
Lejre,2012,26901
Lejre,2013,26989
Lejre,2014,27172
Lejre,2015,27317
Lejre,2016,27402
Lejre,2017,27544
Lejre,2018,27775
Lejre,2019,27996
Lejre,2020,28173
Lejre,2021,28623
Lejre,2022,28930
Lejre,2023,29347
Lejre,2024,29594
Lejre,2025,29879
Lemvig,1992,24155
Lemvig,1993,24216
Lemvig,1994,24210
Lemvig,1995,24104
Lemvig,1996,24123
Lemvig,1997,24014
Lemvig,1998,23930
Lemvig,1999,23933
Lemvig,2000,23863
Lemvig,2001,23751
Lemvig,2002,23443
Lemvig,2003,23312
Lemvig,2004,23121
Lemvig,2005,22760
Lemvig,2006,22483
Lemvig,2007,22067
Lemvig,2008,21946
Lemvig,2009,21790
Lemvig,2010,21554
Lemvig,2011,21384
Lemvig,2012,21223
Lemvig,2013,20933
Lemvig,2014,20657
Lemvig,2015,20399
Lemvig,2016,20291
Lemvig,2017,20133
Lemvig,2018,19998
Lemvig,2019,19722
Lemvig,2020,19607
Lemvig,2021,19398
Lemvig,2022,19371
Lemvig,2023,19110
Lemvig,2024,18800
Lemvig,2025,18596
Lolland,1992,52900
Lolland,1993,52653
Lolland,1994,52453
Lolland,1995,51989
Lolland,1996,51963
Lolland,1997,51999
Lolland,1998,51608
Lolland,1999,51318
Lolland,2000,51179
Lolland,2001,50937
Lolland,2002,50659
Lolland,2003,50285
Lolland,2004,49946
Lolland,2005,49469
Lolland,2006,48967
Lolland,2007,48219
Lolland,2008,47757
Lolland,2009,46984
Lolland,2010,46111
Lolland,2011,45241
Lolland,2012,44436
Lolland,2013,43528
Lolland,2014,43024
Lolland,2015,42638
Lolland,2016,42285
Lolland,2017,41982
Lolland,2018,41615
Lolland,2019,41105
Lolland,2020,40539
Lolland,2021,40107
Lolland,2022,39921
Lolland,2023,39632
Lolland,2024,39122
Lolland,2025,38533
Lyngby-Taarbæk,1992,49612
Lyngby-Taarbæk,1993,49334
Lyngby-Taarbæk,1994,49482
Lyngby-Taarbæk,1995,49578
Lyngby-Taarbæk,1996,49860
Lyngby-Taarbæk,1997,50317
Lyngby-Taarbæk,1998,50196
Lyngby-Taarbæk,1999,50474
Lyngby-Taarbæk,2000,50609
Lyngby-Taarbæk,2001,50853
Lyngby-Taarbæk,2002,51102
Lyngby-Taarbæk,2003,51344
Lyngby-Taarbæk,2004,51507
Lyngby-Taarbæk,2005,51611
Lyngby-Taarbæk,2006,51908
Lyngby-Taarbæk,2007,51449
Lyngby-Taarbæk,2008,51532
Lyngby-Taarbæk,2009,52237
Lyngby-Taarbæk,2010,52754
Lyngby-Taarbæk,2011,53251
Lyngby-Taarbæk,2012,53840
Lyngby-Taarbæk,2013,54237
Lyngby-Taarbæk,2014,54778
Lyngby-Taarbæk,2015,55097
Lyngby-Taarbæk,2016,55240
Lyngby-Taarbæk,2017,55472
Lyngby-Taarbæk,2018,55790
Lyngby-Taarbæk,2019,56214
Lyngby-Taarbæk,2020,56614
Lyngby-Taarbæk,2021,57826
Lyngby-Taarbæk,2022,58434
Lyngby-Taarbæk,2023,58538
Lyngby-Taarbæk,2024,58713
Lyngby-Taarbæk,2025,58614
Læsø,1992,2453
Læsø,1993,2453
Læsø,1994,2442
Læsø,1995,2388
Læsø,1996,2381
Læsø,1997,2362
Læsø,1998,2351
Læsø,1999,2282
Læsø,2000,2293
Læsø,2001,2266
Læsø,2002,2268
Læsø,2003,2228
Læsø,2004,2177
Læsø,2005,2145
Læsø,2006,2091
Læsø,2007,2003
Læsø,2008,1993
Læsø,2009,1969
Læsø,2010,1949
Læsø,2011,1897
Læsø,2012,1839
Læsø,2013,1808
Læsø,2014,1795
Læsø,2015,1817
Læsø,2016,1793
Læsø,2017,1807
Læsø,2018,1806
Læsø,2019,1786
Læsø,2020,1764
Læsø,2021,1769
Læsø,2022,1789
Læsø,2023,1759
Læsø,2024,1719
Læsø,2025,1683
Mariagerfjord,1992,54380
Mariagerfjord,1993,54535
Mariagerfjord,1994,54661
Mariagerfjord,1995,54739
Mariagerfjord,1996,55302
Mariagerfjord,1997,55580
Mariagerfjord,1998,55699
Mariagerfjord,1999,55752
Mariagerfjord,2000,55843
Mariagerfjord,2001,56008
Mariagerfjord,2002,56166
Mariagerfjord,2003,56315
Mariagerfjord,2004,56215
Mariagerfjord,2005,56245
Mariagerfjord,2006,56201
Mariagerfjord,2007,42667
Mariagerfjord,2008,42762
Mariagerfjord,2009,42604
Mariagerfjord,2010,42572
Mariagerfjord,2011,42429
Mariagerfjord,2012,42111
Mariagerfjord,2013,42093
Mariagerfjord,2014,42134
Mariagerfjord,2015,42131
Mariagerfjord,2016,42066
Mariagerfjord,2017,42125
Mariagerfjord,2018,42055
Mariagerfjord,2019,41800
Mariagerfjord,2020,41536
Mariagerfjord,2021,41662
Mariagerfjord,2022,41859
Mariagerfjord,2023,41762
Mariagerfjord,2024,41606
Mariagerfjord,2025,41541
Middelfart,1992,33704
Middelfart,1993,33679
Middelfart,1994,33722
Middelfart,1995,33935
Middelfart,1996,34097
Middelfart,1997,34351
Middelfart,1998,34616
Middelfart,1999,34805
Middelfart,2000,34974
Middelfart,2001,35167
Middelfart,2002,35370
Middelfart,2003,35587
Middelfart,2004,35759
Middelfart,2005,36113
Middelfart,2006,36417
Middelfart,2007,37274
Middelfart,2008,37625
Middelfart,2009,37661
Middelfart,2010,37701
Middelfart,2011,37612
Middelfart,2012,37523
Middelfart,2013,37685
Middelfart,2014,37857
Middelfart,2015,37913
Middelfart,2016,38093
Middelfart,2017,38210
Middelfart,2018,38553
Middelfart,2019,38853
Middelfart,2020,39116
Middelfart,2021,39603
Middelfart,2022,39961
Middelfart,2023,40158
Middelfart,2024,40318
Middelfart,2025,40625
Morsø,1992,23473
Morsø,1993,23361
Morsø,1994,23219
Morsø,1995,23142
Morsø,1996,23133
Morsø,1997,23028
Morsø,1998,23062
Morsø,1999,23034
Morsø,2000,22989
Morsø,2001,22806
Morsø,2002,22666
Morsø,2003,22672
Morsø,2004,22636
Morsø,2005,22479
Morsø,2006,22333
Morsø,2007,22091
Morsø,2008,22098
Morsø,2009,21833
Morsø,2010,21600
Morsø,2011,21474
Morsø,2012,21189
Morsø,2013,21003
Morsø,2014,20816
Morsø,2015,20629
Morsø,2016,20665
Morsø,2017,20514
Morsø,2018,20403
Morsø,2019,20247
Morsø,2020,20066
Morsø,2021,20068
Morsø,2022,19927
Morsø,2023,19734
Morsø,2024,19520
Morsø,2025,19344
Norddjurs,1992,34062
Norddjurs,1993,34140
Norddjurs,1994,34294
Norddjurs,1995,34386
Norddjurs,1996,34864
Norddjurs,1997,35076
Norddjurs,1998,35139
Norddjurs,1999,35115
Norddjurs,2000,35028
Norddjurs,2001,34861
Norddjurs,2002,34680
Norddjurs,2003,34481
Norddjurs,2004,34522
Norddjurs,2005,34382
Norddjurs,2006,34435
Norddjurs,2007,38581
Norddjurs,2008,38390
Norddjurs,2009,38148
Norddjurs,2010,38029
Norddjurs,2011,37876
Norddjurs,2012,38035
Norddjurs,2013,37925
Norddjurs,2014,37898
Norddjurs,2015,38144
Norddjurs,2016,38099
Norddjurs,2017,38197
Norddjurs,2018,37680
Norddjurs,2019,37089
Norddjurs,2020,36943
Norddjurs,2021,36921
Norddjurs,2022,36978
Norddjurs,2023,36773
Norddjurs,2024,36658
Norddjurs,2025,36477
Nordfyns,1992,27918
Nordfyns,1993,27950
Nordfyns,1994,27966
Nordfyns,1995,27854
Nordfyns,1996,28060
Nordfyns,1997,28230
Nordfyns,1998,28166
Nordfyns,1999,28213
Nordfyns,2000,28265
Nordfyns,2001,28448
Nordfyns,2002,28438
Nordfyns,2003,28422
Nordfyns,2004,28545
Nordfyns,2005,28655
Nordfyns,2006,28876
Nordfyns,2007,29470
Nordfyns,2008,29651
Nordfyns,2009,29638
Nordfyns,2010,29507
Nordfyns,2011,29330
Nordfyns,2012,29224
Nordfyns,2013,29066
Nordfyns,2014,29030
Nordfyns,2015,29298
Nordfyns,2016,29446
Nordfyns,2017,29516
Nordfyns,2018,29693
Nordfyns,2019,29665
Nordfyns,2020,29549
Nordfyns,2021,29714
Nordfyns,2022,29726
Nordfyns,2023,29610
Nordfyns,2024,29342
Nordfyns,2025,29179
Nyborg,1992,29645
Nyborg,1993,29798
Nyborg,1994,29734
Nyborg,1995,29799
Nyborg,1996,30302
Nyborg,1997,30367
Nyborg,1998,30411
Nyborg,1999,30421
Nyborg,2000,30361
Nyborg,2001,30343
Nyborg,2002,30522
Nyborg,2003,30530
Nyborg,2004,30778
Nyborg,2005,31009
Nyborg,2006,31208
Nyborg,2007,31607
Nyborg,2008,31714
Nyborg,2009,31690
Nyborg,2010,31499
Nyborg,2011,31486
Nyborg,2012,31350
Nyborg,2013,31314
Nyborg,2014,31573
Nyborg,2015,31886
Nyborg,2016,32142
Nyborg,2017,32032
Nyborg,2018,32042
Nyborg,2019,32009
Nyborg,2020,31933
Nyborg,2021,32098
Nyborg,2022,32262
Nyborg,2023,32193
Nyborg,2024,32329
Nyborg,2025,32401
Næstved,1992,73311
Næstved,1993,73546
Næstved,1994,73668
Næstved,1995,73784
Næstved,1996,74096
Næstved,1997,74368
Næstved,1998,74704
Næstved,1999,75072
Næstved,2000,75337
Næstved,2001,75769
Næstved,2002,76226
Næstved,2003,76737
Næstved,2004,77529
Næstved,2005,78446
Næstved,2006,79284
Næstved,2007,80732
Næstved,2008,80954
Næstved,2009,81112
