kommune,år,income
Nordfyns,2015,278900
Nyborg,2015,278787
Odense,2015,277392
Svendborg,2015,283894
Ærø,2015,254644
Billund,2015,298105
Esbjerg,2015,294849
Fanø,2015,311302
Fredericia,2015,295812
Haderslev,2015,280738
Kolding,2015,303927
Sønderborg,2015,282945
Tønder,2015,263345
Varde,2015,286346
Vejen,2015,287526
Vejle,2015,310525
Aabenraa,2015,277947
Favrskov,2015,309921
Hedensted,2015,305408
Horsens,2015,293193
Norddjurs,2015,268649
Odder,2015,301469
Randers,2015,280907
Samsø,2015,273793
Silkeborg,2015,306948
Skanderborg,2015,333338
Syddjurs,2015,295206
Aarhus,2015,303066
Herning,2015,291084
Holstebro,2015,291755
Ikast-Brande,2015,288390
Lemvig,2015,290905
Ringkøbing-Skjern,2015,289490
Skive,2015,276127
Struer,2015,276057
Viborg,2015,293476
Brønderslev,2015,279391
Frederikshavn,2015,279647
Hjørring,2015,280522
Jammerbugt,2015,278296
Læsø,2015,252038
Mariagerfjord,2015,279997
Morsø,2015,263783
Rebild,2015,307115
Thisted,2015,275604
Vesthimmerland,2015,269902
Aalborg,2015,284504
København,2016,311523
Frederiksberg,2016,371637
Dragør,2016,399826
Tårnby,2016,315828
Albertslund,2016,280298
Ballerup,2016,317890
Brøndby,2016,278950
Gentofte,2016,579957
Gladsaxe,2016,331848
Glostrup,2016,311497
Herlev,2016,313047
Hvidovre,2016,305189
Høje-Taastrup,2016,299601
Ishøj,2016,273059
Lyngby-Taarbæk,2016,437476
Rødovre,2016,308437
Vallensbæk,2016,341546
Allerød,2016,404423
Egedal,2016,360530
Fredensborg,2016,383438
Frederikssund,2016,321779
Furesø,2016,407246
Gribskov,2016,321353
Halsnæs,2016,298035
Helsingør,2016,337931
Hillerød,2016,354720
Hørsholm,2016,509251
Rudersdal,2016,553901
Bornholm,2016,268743
Greve,2016,340228
Køge,2016,315336
Lejre,2016,342653
Roskilde,2016,347629
Solrød,2016,376092
Faxe,2016,295032
Guldborgsund,2016,270912
Holbæk,2016,304858
Kalundborg,2016,295784
Lolland,2016,259690
Næstved,2016,293169
Odsherred,2016,274771
Ringsted,2016,305931
Slagelse,2016,282770
Sorø,2016,305570
Stevns,2016,304132
Vordingborg,2016,276731
Assens,2016,283827
Faaborg-Midtfyn,2016,278611
Kerteminde,2016,298100
Langeland,2016,253150
Middelfart,2016,310618
Nordfyns,2016,281403
Nyborg,2016,282398
Odense,2016,279183
Svendborg,2016,287904
Ærø,2016,262654
Billund,2016,302269
Esbjerg,2016,298953
Fanø,2016,311074
Fredericia,2016,305361
Haderslev,2016,284332
Kolding,2016,308923
Sønderborg,2016,287172
Tønder,2016,267675
Varde,2016,289264
Vejen,2016,287988
Vejle,2016,315259
Aabenraa,2016,282719
Favrskov,2016,316838
Hedensted,2016,306413
Horsens,2016,298740
Norddjurs,2016,271611
Odder,2016,307072
Randers,2016,285415
Samsø,2016,272430
Silkeborg,2016,323446
Skanderborg,2016,338893
Syddjurs,2016,303029
Aarhus,2016,303626
Herning,2016,297690
Holstebro,2016,291868
Ikast-Brande,2016,293117
Lemvig,2016,303188
Ringkøbing-Skjern,2016,291917
Skive,2016,280980
Struer,2016,277973
Viborg,2016,297890
Brønderslev,2016,292938
Frederikshavn,2016,283445
Hjørring,2016,284379
Jammerbugt,2016,280552
Læsø,2016,261291
Mariagerfjord,2016,285320
Morsø,2016,267145
Rebild,2016,312638
Thisted,2016,281922
Vesthimmerland,2016,274348
Aalborg,2016,288130
København,2017,319745
Frederiksberg,2017,384186
Dragør,2017,410044
Tårnby,2017,322928
Albertslund,2017,283546
Ballerup,2017,323363
Brøndby,2017,283280
Gentofte,2017,583331
Gladsaxe,2017,340435
Glostrup,2017,318219
Herlev,2017,316796
Hvidovre,2017,311058
Høje-Taastrup,2017,306709
Ishøj,2017,278470
Lyngby-Taarbæk,2017,440171
Rødovre,2017,315174
Vallensbæk,2017,344545
Allerød,2017,413531
Egedal,2017,371405
Fredensborg,2017,386014
Frederikssund,2017,326487
Furesø,2017,417711
Gribskov,2017,327821
Halsnæs,2017,306545
Helsingør,2017,345074
Hillerød,2017,359956
Hørsholm,2017,536729
Rudersdal,2017,559648
Bornholm,2017,276940
Greve,2017,348180
Køge,2017,323238
Lejre,2017,351357
Roskilde,2017,355919
Solrød,2017,379057
Faxe,2017,301658
Guldborgsund,2017,276056
Holbæk,2017,312477
Kalundborg,2017,299022
Lolland,2017,264422
Næstved,2017,301020
Odsherred,2017,281363
Ringsted,2017,314594
Slagelse,2017,289148
Sorø,2017,314113
Stevns,2017,310392
Vordingborg,2017,282718
Assens,2017,291657
Faaborg-Midtfyn,2017,288458
Kerteminde,2017,302153
Langeland,2017,257776
Middelfart,2017,323234
Nordfyns,2017,289854
Nyborg,2017,288951
Odense,2017,284822
Svendborg,2017,293029
Ærø,2017,265233
Billund,2017,316820
Esbjerg,2017,306984
Fanø,2017,321801
Fredericia,2017,307552
Haderslev,2017,293545
Kolding,2017,317707
Sønderborg,2017,297579
Tønder,2017,281082
Varde,2017,299644
Vejen,2017,300749
Vejle,2017,325156
Aabenraa,2017,293063
Favrskov,2017,326520
Hedensted,2017,315311
Horsens,2017,308547
Norddjurs,2017,279562
Odder,2017,314599
Randers,2017,291379
Samsø,2017,280097
Silkeborg,2017,325198
Skanderborg,2017,346242
Syddjurs,2017,309370
Aarhus,2017,314040
Herning,2017,307011
Holstebro,2017,301544
Ikast-Brande,2017,300864
Lemvig,2017,303218
Ringkøbing-Skjern,2017,303997
Skive,2017,290346
Struer,2017,286506
Viborg,2017,309582
Brønderslev,2017,292397
Frederikshavn,2017,290973
Hjørring,2017,297179
Jammerbugt,2017,285885
Læsø,2017,270385
Mariagerfjord,2017,293698
Morsø,2017,277524
Rebild,2017,323725
Thisted,2017,289210
Vesthimmerland,2017,284471
Aalborg,2017,296597
København,2018,329200
Frederiksberg,2018,395083
Dragør,2018,420010
Tårnby,2018,330986
Albertslund,2018,290087
Ballerup,2018,329386
Brøndby,2018,289757
Gentofte,2018,594637
Gladsaxe,2018,344899
Glostrup,2018,322796
Herlev,2018,326319
Hvidovre,2018,318797
Høje-Taastrup,2018,309595
Ishøj,2018,283723
Lyngby-Taarbæk,2018,450436
Rødovre,2018,321798
Vallensbæk,2018,350821
Allerød,2018,417514
Egedal,2018,379394
Fredensborg,2018,393429
Frederikssund,2018,333896
Furesø,2018,425765
Gribskov,2018,331070
Halsnæs,2018,311758
Helsingør,2018,351300
Hillerød,2018,364791
Hørsholm,2018,522378
Rudersdal,2018,563994
Bornholm,2018,279541
Greve,2018,352836
Køge,2018,329991
Lejre,2018,359999
Roskilde,2018,363744
Solrød,2018,385276
Faxe,2018,307816
Guldborgsund,2018,280318
Holbæk,2018,318086
Kalundborg,2018,303876
Lolland,2018,267173
Næstved,2018,305561
Odsherred,2018,285351
Ringsted,2018,318670
Slagelse,2018,295393
Sorø,2018,317782
Stevns,2018,319958
Vordingborg,2018,289155
Assens,2018,294950
Faaborg-Midtfyn,2018,295989
Kerteminde,2018,307535
Langeland,2018,259870
Middelfart,2018,326767
Nordfyns,2018,296979
Nyborg,2018,298410
Odense,2018,291536
Svendborg,2018,296604
Ærø,2018,268783
Billund,2018,319555
Esbjerg,2018,312077
Fanø,2018,323936
Fredericia,2018,311178
Haderslev,2018,298613
Kolding,2018,323859
Sønderborg,2018,302596
Tønder,2018,282514
Varde,2018,302034
Vejen,2018,305337
Vejle,2018,331377
Aabenraa,2018,296069
Favrskov,2018,333235
Hedensted,2018,324047
Horsens,2018,315506
Norddjurs,2018,284089
Odder,2018,318601
Randers,2018,298642
Samsø,2018,285503
Silkeborg,2018,330999
Skanderborg,2018,354051
Syddjurs,2018,311174
Aarhus,2018,320150
Herning,2018,313029
Holstebro,2018,304405
Ikast-Brande,2018,303348
Lemvig,2018,298988
Ringkøbing-Skjern,2018,305827
Skive,2018,294751
Struer,2018,290688
Viborg,2018,315542
Brønderslev,2018,294854
Frederikshavn,2018,294615
Hjørring,2018,298657
Jammerbugt,2018,293060
Læsø,2018,266404
Mariagerfjord,2018,299693
Morsø,2018,279478
Rebild,2018,332089
Thisted,2018,292662
Vesthimmerland,2018,289262
Aalborg,2018,302998
København,2019,342385
Frederiksberg,2019,412387
Dragør,2019,437574
Tårnby,2019,339955
Albertslund,2019,295184
Ballerup,2019,339849
Brøndby,2019,295586
Gentofte,2019,663328
Gladsaxe,2019,357810
Glostrup,2019,331431
Herlev,2019,334649
Hvidovre,2019,328742
Høje-Taastrup,2019,318459
Ishøj,2019,290740
Lyngby-Taarbæk,2019,470822
Rødovre,2019,330436
Vallensbæk,2019,358542
Allerød,2019,437980
Egedal,2019,382190
Fredensborg,2019,411693
Frederikssund,2019,341632
Furesø,2019,441619
Gribskov,2019,340353
Halsnæs,2019,317475
Helsingør,2019,364897
Hillerød,2019,375970
Hørsholm,2019,552971
Rudersdal,2019,619415
Bornholm,2019,291198
Greve,2019,360347
Køge,2019,339180
Lejre,2019,366862
Roskilde,2019,377376
Solrød,2019,409689
Faxe,2019,316447
Guldborgsund,2019,289707
Holbæk,2019,327589
Kalundborg,2019,313234
Lolland,2019,276923
Næstved,2019,315629
Odsherred,2019,294814
Ringsted,2019,328577
Slagelse,2019,303009
Sorø,2019,331063
Stevns,2019,330035
Vordingborg,2019,297340
Assens,2019,307255
Faaborg-Midtfyn,2019,303491
Kerteminde,2019,319218
Langeland,2019,273927
Middelfart,2019,346553
Nordfyns,2019,305767
Nyborg,2019,305597
Odense,2019,299596
Svendborg,2019,312320
Ærø,2019,275369
Billund,2019,330078
Esbjerg,2019,323003
Fanø,2019,332734
Fredericia,2019,320608
Haderslev,2019,307969
Kolding,2019,332888
Sønderborg,2019,312845
Tønder,2019,298550
Varde,2019,314202
Vejen,2019,315692
Vejle,2019,343644
Aabenraa,2019,305855
Favrskov,2019,341952
Hedensted,2019,331872
Horsens,2019,325451
Norddjurs,2019,294950
Odder,2019,330256
Randers,2019,308386
Samsø,2019,297801
Silkeborg,2019,340637
Skanderborg,2019,366933
Syddjurs,2019,324847
Aarhus,2019,327869
Herning,2019,322493
Holstebro,2019,314745
Ikast-Brande,2019,324890
Lemvig,2019,317157
Ringkøbing-Skjern,2019,317349
Skive,2019,305678
Struer,2019,300986
Viborg,2019,324806
Brønderslev,2019,308082
Frederikshavn,2019,303939
Hjørring,2019,307772
Jammerbugt,2019,302417
Læsø,2019,277551
Mariagerfjord,2019,312392
Morsø,2019,296882
Rebild,2019,345560
Thisted,2019,306245
Vesthimmerland,2019,302365
Aalborg,2019,310886
København,2020,358403
Frederiksberg,2020,432294
Dragør,2020,449328
Tårnby,2020,357667
Albertslund,2020,307232
Ballerup,2020,354043
Brøndby,2020,308783
Gentofte,2020,657268
Gladsaxe,2020,379028
Glostrup,2020,348504
Herlev,2020,358169
Hvidovre,2020,344135
Høje-Taastrup,2020,330985
Ishøj,2020,304393
Lyngby-Taarbæk,2020,484118
Rødovre,2020,348518
Vallensbæk,2020,379206
Allerød,2020,448045
Egedal,2020,400462
Fredensborg,2020,420850
Frederikssund,2020,359533
Furesø,2020,453142
Gribskov,2020,360873
Halsnæs,2020,334290
Helsingør,2020,383629
Hillerød,2020,392617
Hørsholm,2020,594608
Rudersdal,2020,627306
Bornholm,2020,300997
Greve,2020,378532
Køge,2020,360945
Lejre,2020,381395
Roskilde,2020,395458
Solrød,2020,423487
Faxe,2020,334636
Guldborgsund,2020,306253
Holbæk,2020,344437
Kalundborg,2020,325201
Lolland,2020,288817
Næstved,2020,332115
Odsherred,2020,308823
Ringsted,2020,345328
Slagelse,2020,315702
Sorø,2020,341658
Stevns,2020,341201
Vordingborg,2020,314816
Assens,2020,319669
Faaborg-Midtfyn,2020,317296
Kerteminde,2020,330975
Langeland,2020,290793
Middelfart,2020,363578
Nordfyns,2020,317701
Nyborg,2020,321558
Odense,2020,312709
Svendborg,2020,328453
Ærø,2020,288173
Billund,2020,342119
Esbjerg,2020,335222
Fanø,2020,345687
Fredericia,2020,334068
Haderslev,2020,321204
Kolding,2020,354620
Sønderborg,2020,324383
Tønder,2020,307894
Varde,2020,329416
Vejen,2020,331257
Vejle,2020,360229
Aabenraa,2020,318589
Favrskov,2020,361971
Hedensted,2020,348752
Horsens,2020,341426
Norddjurs,2020,310582
Odder,2020,348911
Randers,2020,323881
Samsø,2020,320781
Silkeborg,2020,360011
Skanderborg,2020,389662
Syddjurs,2020,342170
Aarhus,2020,342595
Herning,2020,341503
Holstebro,2020,331006
Ikast-Brande,2020,354941
Lemvig,2020,333571
Ringkøbing-Skjern,2020,333416
Skive,2020,326206
Struer,2020,312404
Viborg,2020,340343
Brønderslev,2020,326066
Frederikshavn,2020,316606
Hjørring,2020,322370
Jammerbugt,2020,320264
Læsø,2020,287421
Mariagerfjord,2020,328366
Morsø,2020,307301
Rebild,2020,361900
Thisted,2020,320294
Vesthimmerland,2020,314478
Aalborg,2020,326049
København,2021,380513
Frederiksberg,2021,457434
Dragør,2021,470826
Tårnby,2021,369946
Albertslund,2021,320657
Ballerup,2021,367537
Brøndby,2021,318925
Gentofte,2021,746631
Gladsaxe,2021,394146
Glostrup,2021,363198
Herlev,2021,365579
Hvidovre,2021,358739
Høje-Taastrup,2021,344798
Ishøj,2021,316989
Lyngby-Taarbæk,2021,529564
Rødovre,2021,362949
Vallensbæk,2021,392844
Allerød,2021,469492
Egedal,2021,423113
Fredensborg,2021,451765
Frederikssund,2021,371448
Furesø,2021,476753
Gribskov,2021,374955
Halsnæs,2021,344709
Helsingør,2021,403329
Hillerød,2021,409570
Hørsholm,2021,603162
Rudersdal,2021,676338
Bornholm,2021,311242
Greve,2021,391201
Køge,2021,371144
Lejre,2021,397764
Roskilde,2021,412543
Solrød,2021,439504
Faxe,2021,343483
Guldborgsund,2021,320875
Holbæk,2021,361563
Kalundborg,2021,339870
Lolland,2021,303701
Næstved,2021,345928
Odsherred,2021,321181
Ringsted,2021,359759
Slagelse,2021,332673
Sorø,2021,357873
Stevns,2021,356731
Vordingborg,2021,326457
Assens,2021,332682
Faaborg-Midtfyn,2021,328759
Kerteminde,2021,349296
Langeland,2021,293158
Middelfart,2021,372607
Nordfyns,2021,328173
Nyborg,2021,333900
Odense,2021,328305
Svendborg,2021,341899
Ærø,2021,299383
Billund,2021,358509
Esbjerg,2021,352559
Fanø,2021,365876
Fredericia,2021,349745
Haderslev,2021,333679
Kolding,2021,368102
Sønderborg,2021,338883
Tønder,2021,321505
Varde,2021,345179
Vejen,2021,348097
Vejle,2021,379864
Aabenraa,2021,332956
Favrskov,2021,376417
Hedensted,2021,362595
Horsens,2021,355262
Norddjurs,2021,321270
Odder,2021,359949
Randers,2021,334591
Samsø,2021,331348
Silkeborg,2021,378357
Skanderborg,2021,404314
Syddjurs,2021,363621
Aarhus,2021,359620
Herning,2021,353634
Holstebro,2021,351356
Ikast-Brande,2021,342835
Lemvig,2021,348692
Ringkøbing-Skjern,2021,348411
Skive,2021,334112
Struer,2021,328535
Viborg,2021,352699
Brønderslev,2021,337692
Frederikshavn,2021,327898
Hjørring,2021,334249
Jammerbugt,2021,335768
Læsø,2021,309453
Mariagerfjord,2021,340013
Morsø,2021,318156
Rebild,2021,375003
Thisted,2021,332032
Vesthimmerland,2021,338491
Aalborg,2021,339383
København,2022,383030
Frederiksberg,2022,451144
Dragør,2022,472765
Tårnby,2022,372285
Albertslund,2022,322050
Ballerup,2022,369658
Brøndby,2022,321585
Gentofte,2022,744111
Gladsaxe,2022,394784
Glostrup,2022,362639
Herlev,2022,364777
Hvidovre,2022,362017
Høje-Taastrup,2022,344570
Ishøj,2022,319991
Lyngby-Taarbæk,2022,521510
Rødovre,2022,363577
Vallensbæk,2022,387237
Allerød,2022,471017
Egedal,2022,410756
Fredensborg,2022,430982
Frederikssund,2022,375203
Furesø,2022,472637
Gribskov,2022,375897
Halsnæs,2022,343759
Helsingør,2022,396992
Hillerød,2022,411800
Hørsholm,2022,586706
Rudersdal,2022,638024
Bornholm,2022,311362
Greve,2022,389332
Køge,2022,371967
Lejre,2022,397523
Roskilde,2022,411307
Solrød,2022,431338
Faxe,2022,347278
Guldborgsund,2022,321340
Holbæk,2022,362477
Kalundborg,2022,345014
Lolland,2022,306887
Næstved,2022,344724
Odsherred,2022,323658
Ringsted,2022,360008
Slagelse,2022,337047
Sorø,2022,358972
Stevns,2022,360671
Vordingborg,2022,334910
Assens,2022,333231
Faaborg-Midtfyn,2022,333316
Kerteminde,2022,351021
Langeland,2022,298690
Middelfart,2022,380569
Nordfyns,2022,333427
Nyborg,2022,334811
Odense,2022,329574
Svendborg,2022,343191
Ærø,2022,298257
Billund,2022,365635
Esbjerg,2022,354270
Fanø,2022,356100
Fredericia,2022,353985
Haderslev,2022,335529
Kolding,2022,366491
Sønderborg,2022,340968
Tønder,2022,333132
Varde,2022,351378
Vejen,2022,353416
Vejle,2022,378172
Aabenraa,2022,337605
Favrskov,2022,377631
Hedensted,2022,367832
Horsens,2022,356344
Norddjurs,2022,327123
Odder,2022,359591
Randers,2022,340816
Samsø,2022,321390
Silkeborg,2022,379883
Skanderborg,2022,403433
Syddjurs,2022,352364
Aarhus,2022,361364
Herning,2022,358379
Holstebro,2022,349412
Ikast-Brande,2022,348055
Lemvig,2022,353197
Ringkøbing-Skjern,2022,348794
Skive,2022,339014
Struer,2022,332380
Viborg,2022,354679
Brønderslev,2022,339070
Frederikshavn,2022,332902
Hjørring,2022,336152
Jammerbugt,2022,334108
Læsø,2022,296061
Mariagerfjord,2022,346165
Morsø,2022,329492
Rebild,2022,383846
Thisted,2022,336003
Vesthimmerland,2022,339304
Aalborg,2022,344376
København,2023,408401
Frederiksberg,2023,481600
Dragør,2023,505342
Tårnby,2023,392949
Albertslund,2023,340153
Ballerup,2023,390534
Brøndby,2023,339869
Gentofte,2023,886422
Gladsaxe,2023,421424
Glostrup,2023,381950
Herlev,2023,386548
Hvidovre,2023,383784
Høje-Taastrup,2023,363758
Ishøj,2023,337525
Lyngby-Taarbæk,2023,591252
Rødovre,2023,384499
Vallensbæk,2023,409862
Allerød,2023,494246
Egedal,2023,440544
Fredensborg,2023,464397
Frederikssund,2023,393935
Furesø,2023,512040
Gribskov,2023,395416
Halsnæs,2023,362168
Helsingør,2023,424428
Hillerød,2023,432384
Hørsholm,2023,622801
Rudersdal,2023,704030
Bornholm,2023,326444
Greve,2023,416533
Køge,2023,395168
Lejre,2023,416259
Roskilde,2023,441257
Solrød,2023,460524
Faxe,2023,363176
Guldborgsund,2023,336110
Holbæk,2023,381994
Kalundborg,2023,371673
Lolland,2023,320551
Næstved,2023,361631
Odsherred,2023,340126
Ringsted,2023,376138
Slagelse,2023,348793
Sorø,2023,378076
Stevns,2023,376469
Vordingborg,2023,343730
Assens,2023,350702
Faaborg-Midtfyn,2023,347749
Kerteminde,2023,370677
Langeland,2023,313851
Middelfart,2023,397372
Nordfyns,2023,346490
Nyborg,2023,354013
Odense,2023,347544
Svendborg,2023,359606
Ærø,2023,310190
Billund,2023,598865
Esbjerg,2023,374857
Fanø,2023,369530
Fredericia,2023,370674
Haderslev,2023,350375
Kolding,2023,384292
Sønderborg,2023,354589
Tønder,2023,338262
Varde,2023,364039
Vejen,2023,551164
Vejle,2023,398156
Aabenraa,2023,349520
Favrskov,2023,394183
Hedensted,2023,381583
Horsens,2023,370141
Norddjurs,2023,338642
Odder,2023,380276
Randers,2023,353256
Samsø,2023,337037
Silkeborg,2023,397691
Skanderborg,2023,421649
Syddjurs,2023,368827
Aarhus,2023,379743
Herning,2023,372912
Holstebro,2023,364386
Ikast-Brande,2023,358219
Lemvig,2023,374157
Ringkøbing-Skjern,2023,365128
Skive,2023,351099
Struer,2023,344745
Viborg,2023,365235
Brønderslev,2023,352765
Frederikshavn,2023,348769
Hjørring,2023,353253
Jammerbugt,2023,345080
Læsø,2023,318633
Mariagerfjord,2023,358530
Morsø,2023,336200
Rebild,2023,400589
Thisted,2023,343577
Vesthimmerland,2023,348796
Aalborg,2023,361179
København,2024,434374
Frederiksberg,2024,507786
Dragør,2024,529447
Tårnby,2024,416237
Albertslund,2024,356358
Ballerup,2024,411948
Brøndby,2024,354091
Gentofte,2024,841834
Gladsaxe,2024,441471
Glostrup,2024,400547
Herlev,2024,411839
Hvidovre,2024,405235
Høje-Taastrup,2024,382046
Ishøj,2024,351224
Lyngby-Taarbæk,2024,589541
Rødovre,2024,403089
Vallensbæk,2024,428129
Allerød,2024,527064
Egedal,2024,461053
Fredensborg,2024,500960
Frederikssund,2024,411179
Furesø,2024,538352
Gribskov,2024,418697
Halsnæs,2024,381754
Helsingør,2024,450951
Hillerød,2024,460597
Hørsholm,2024,669949
Rudersdal,2024,792373
Bornholm,2024,343939
Greve,2024,431772
Køge,2024,416634
Lejre,2024,438869
Roskilde,2024,467344
Solrød,2024,482312
Faxe,2024,377934
Guldborgsund,2024,352418
Holbæk,2024,400079
Kalundborg,2024,393184
Lolland,2024,337592
Næstved,2024,379740
Odsherred,2024,357018
Ringsted,2024,397074
Slagelse,2024,370036
Sorø,2024,400279
Stevns,2024,396882
Vordingborg,2024,366110
Assens,2024,365357
Faaborg-Midtfyn,2024,363338
Kerteminde,2024,385717
Langeland,2024,324053
Middelfart,2024,415538
Nordfyns,2024,361679
Nyborg,2024,366493
Odense,2024,365777
Svendborg,2024,373979
Ærø,2024,328729
Billund,2024,411187
Esbjerg,2024,395455
Fanø,2024,387164
Fredericia,2024,389279
Haderslev,2024,363836
Kolding,2024,399526
Sønderborg,2024,370363
Tønder,2024,354448
Varde,2024,386691
Vejen,2024,548986
Vejle,2024,418847
Aabenraa,2024,368931
Favrskov,2024,411277
Hedensted,2024,400421
Horsens,2024,390800
Norddjurs,2024,356962
Odder,2024,394344
Randers,2024,370541
Samsø,2024,350457
Silkeborg,2024,419589
Skanderborg,2024,443141
Syddjurs,2024,390405
Aarhus,2024,399725
Herning,2024,392677
Holstebro,2024,385396
Ikast-Brande,2024,380735
Lemvig,2024,396357
Ringkøbing-Skjern,2024,388006
Skive,2024,371221
Struer,2024,364496
Viborg,2024,386991
Brønderslev,2024,369297
Frederikshavn,2024,370847
Hjørring,2024,368972
Jammerbugt,2024,365375
Læsø,2024,340494
Mariagerfjord,2024,377188
Morsø,2024,354284
Rebild,2024,421746
Thisted,2024,362541
Vesthimmerland,2024,365272
Aalborg,2024,382866
